playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,
floripe01,2013,1,MIN,AL,214,624,68,127,24,3,10,57,24,7,52,173,1,2,11,3,12,
rominau01,2013,1,NYA,AL,76,167,19,34,10,0,1,11,1,0,9,46,0,1,3,1,7,
federti01,2013,1,LAN,NL,89,247,14,48,11,0,5,22,0,0,16,80,5,2,4,2,8,
pomerdr01,2012,1,COL,NL,34,34,2,7,2,0,1,1,0,0,1,19,0,0,7,0,1,
fiersmi01,2012,1,MIL,NL,48,55,0,4,0,0,0,2,0,0,0,32,0,0,14,0,0,
moorema02,2012,1,TBA,AL,58,6,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,
gomezhe01,2014,1,MIL,NL,17,26,3,5,1,0,0,1,0,0,2,11,1,0,0,0,0,
cedenxa01,2012,1,HOU,NL,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
defraju01,2014,1,PHI,NL,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
saverjo01,2012,1,PHI,NL,19,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
clevest01,2012,1,CHN,NL,118,315,27,66,22,1,1,26,0,1,25,63,1,1,0,0,16,
cespeyo01,2013,1,OAK,AL,416,1616,233,425,82,15,71,262,30,13,115,367,13,15,0,13,30,
galvifr01,2013,1,PHI,NL,171,514,41,112,23,6,13,55,2,0,28,104,2,1,6,1,11,
pastoty01,2012,1,ATL,NL,124,239,30,58,7,2,2,15,2,1,17,48,1,1,10,1,5,
aokino01,2013,1,MIL,NL,438,1608,224,461,79,13,19,130,67,28,141,144,2,30,23,9,20,
vogtst01,2014,1,OAK,AL,149,429,44,109,16,3,13,51,1,1,27,69,3,1,2,3,4,
gonzama01,2014,1,HOU,AL,255,694,76,172,36,1,12,49,11,9,39,124,0,4,13,1,20,
flahery01,2014,1,BAL,AL,264,680,76,150,28,2,23,78,4,0,47,173,5,13,7,2,8,
kawasmu01,2014,1,TOR,AL,239,584,71,137,14,6,1,48,10,3,62,108,0,8,20,4,10,
oteroda01,2012,1,SFN,NL,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
nieuwki01,2012,1,NYN,NL,199,489,66,118,29,3,13,58,10,4,53,169,4,2,3,5,4,
haguema01,2012,1,PIT,NL,33,72,5,16,2,0,0,7,1,0,3,15,0,1,0,0,2,
phelpda01,2014,1,NYA,AL,54,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,
rossro01,2012,1,TEX,AL,85,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
ramirer02,2012,1,SEA,AL,47,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,
darviyu01,2014,1,TEX,AL,83,11,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,
chenwe02,2012,1,BAL,AL,86,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,
smylydr01,2014,1,DET,AL,44,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
wielajo01,2012,1,SDN,NL,9,11,0,2,1,0,0,2,0,0,0,4,0,0,0,0,0,
polloaj01,2013,1,ARI,NL,243,789,113,219,51,12,17,70,27,8,61,139,2,4,5,3,11,
iwakuhi01,2014,1,SEA,AL,61,7,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,
hutchdr01,2014,1,TOR,AL,46,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,
peralwi01,2014,1,MIL,NL,70,118,5,11,3,0,0,3,0,0,3,49,0,0,17,1,2,
valdejo02,2012,1,NYN,NL,212,422,52,92,14,3,15,52,15,6,27,88,0,5,9,0,4,
harpebr03,2012,1,WAS,NL,357,1309,210,356,60,14,55,149,31,12,155,318,8,8,9,8,18,
moorety01,2013,1,WAS,NL,180,414,44,99,20,0,18,64,3,0,29,133,1,4,1,1,6,
jennida01,2012,1,MIA,NL,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
middlwi01,2013,1,BOS,AL,232,830,89,197,42,0,34,122,8,3,48,238,4,9,1,6,28,
mikolmi01,2012,1,SDN,NL,35,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
faluir01,2012,1,KCA,AL,47,119,14,33,6,1,0,8,1,2,8,14,1,0,2,1,4,
doziebr01,2014,1,MIN,AL,387,1472,217,355,77,6,47,170,44,16,156,307,1,16,10,15,32,
quintjo01,2014,1,CHA,AL,90,14,0,0,0,0,0,0,0,0,1,8,0,0,2,0,0,
vanslsc01,2014,1,LAN,NL,178,395,49,103,23,1,20,55,6,3,50,122,0,5,1,4,12,
friedch01,2012,1,COL,NL,33,30,1,3,0,0,0,0,0,0,3,17,0,0,1,0,0,
culbech01,2014,1,COL,NL,148,331,29,73,12,2,5,37,7,3,16,92,3,5,5,3,11,
leonsa01,2014,1,WAS,NL,34,95,9,18,3,0,1,5,0,0,10,32,0,2,0,0,2,
herreel01,2012,1,LAN,NL,140,330,40,86,17,2,1,22,8,3,26,88,1,2,3,1,6,
gomesya01,2014,1,CLE,AL,266,876,115,241,47,5,36,125,2,0,48,219,3,13,1,13,28,
adamsma01,2014,1,SLN,NL,277,909,109,257,54,5,34,132,3,3,54,218,5,3,0,7,21,
solando01,2013,1,MIA,NL,306,956,88,252,35,5,8,90,11,3,63,176,4,12,12,8,21,
calhoko01,2014,1,LAA,AL,206,711,121,193,39,5,25,91,8,5,61,151,1,3,2,7,11,
berryqu01,2012,1,DET,AL,117,301,52,80,10,6,3,33,25,0,26,83,0,7,6,1,4,
gonzami03,2014,1,BAL,AL,57,8,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,
mercejo03,2014,1,PIT,NL,294,901,96,237,54,5,21,87,7,4,61,165,18,9,10,7,21,
grandya01,2014,1,SDN,NL,216,657,88,161,34,2,24,94,3,0,107,172,4,4,0,9,16,
simmoan01,2013,1,ATL,NL,352,1312,137,330,53,12,27,124,11,10,84,136,6,4,7,9,46,
doolise01,2014,1,OAK,AL,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
holadbr01,2014,1,DET,AL,84,195,25,47,7,1,1,17,1,1,10,42,0,2,6,4,4,
danksjo02,2013,1,CHA,AL,180,344,41,78,10,0,8,26,15,6,38,119,1,1,0,3,7,
negrokr01,2014,1,CIN,NL,53,148,21,40,10,1,6,17,5,0,13,42,0,1,1,0,2,
robincl01,2014,1,LAN,NL,13,13,3,3,0,0,0,2,0,0,1,3,0,0,0,0,0,
perezhe01,2013,1,DET,AL,44,73,15,15,0,1,0,5,1,0,3,16,0,0,2,1,2,
rosenbj01,2012,1,PHI,NL,22,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,
kellyjo05,2013,1,SLN,NL,86,82,7,14,4,0,0,4,1,0,0,23,0,2,8,1,0,
boxbebr01,2014,1,TBA,AL,105,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
grimmju01,2014,1,CHN,NL,90,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
keuchda01,2012,1,HOU,NL,80,25,2,2,0,0,0,1,0,0,2,14,0,0,5,1,0,
thornty01,2013,1,MIL,NL,54,22,1,1,1,0,0,0,0,0,0,10,0,1,2,0,0,
archech01,2014,1,TBA,AL,63,8,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,
norride01,2014,1,OAK,AL,285,858,106,211,43,2,26,119,12,3,112,223,4,6,2,4,23,
vinceni01,2014,1,SDN,NL,90,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
perezma02,2013,1,TEX,AL,28,6,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,
bauertr01,2012,1,ARI,NL,34,7,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,
dysonsa01,2014,1,MIA,NL,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rutlejo01,2014,1,COL,NL,266,871,126,226,42,13,19,89,21,3,51,199,1,12,9,4,16,
edginjo01,2014,1,NYN,NL,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
biancje01,2013,1,MIL,NL,162,375,34,81,11,1,4,40,4,4,18,76,0,1,4,4,6,
avilalu01,2012,1,ATL,NL,31,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
loupaa01,2012,1,TOR,AL,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
gosean01,2014,1,TOR,AL,202,552,71,129,21,9,5,36,34,11,47,170,0,7,9,1,15,
fifest01,2013,1,LAN,NL,18,27,1,3,1,0,0,0,0,0,1,15,0,0,1,0,0,
rosentr01,2014,1,SLN,NL,146,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
hernape02,2014,1,COL,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
wheelry01,2012,1,ARI,NL,109,206,18,48,10,1,3,30,1,0,15,44,0,0,0,4,6,
segurje01,2013,1,MIL,NL,337,1252,154,338,38,19,17,94,71,23,66,177,9,10,13,5,31,
martest01,2013,1,PIT,NL,317,1172,174,330,58,22,30,108,83,31,66,319,2,44,8,3,16,
sierrmo01,2012,1,TOR,AL,180,415,47,101,25,3,9,37,5,1,30,116,1,2,0,2,4,
oltmi01,2014,1,CHN,NL,105,258,25,41,9,0,12,38,1,2,30,113,0,3,0,7,4,
hechaad01,2013,1,MIA,NL,335,1205,93,303,42,18,6,91,18,15,60,214,6,2,13,8,42,
mcbrima02,2012,1,COL,NL,52,109,14,23,4,0,4,17,0,0,3,29,0,2,0,1,4,
jacksbr01,2012,1,CHN,NL,51,124,14,21,6,1,4,9,0,3,23,60,0,0,0,0,1,
barnebr02,2013,1,HOU,AL,311,798,91,193,37,5,17,75,17,16,41,256,0,9,13,2,17,
jenkich01,2013,1,TOR,AL,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
machama01,2013,1,BAL,AL,289,1185,150,330,73,6,33,129,10,7,58,219,2,5,12,6,34,
elmorja01,2013,1,HOU,AL,87,199,17,44,8,0,2,13,1,6,19,30,0,0,2,1,2,
redmoto01,2013,1,TOR,AL,60,5,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,
wilsoju10,2013,1,PIT,NL,128,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,
rusinch01,2013,1,CHN,NL,24,34,1,4,0,1,0,2,0,0,0,9,0,0,2,0,0,
skaggty01,2013,1,ARI,NL,31,20,0,2,0,0,0,1,0,0,0,11,0,0,5,0,0,
mchugco01,2013,2,COL,NL,40,12,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,
aumonph01,2014,1,PHI,NL,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
garciav01,2014,1,CHA,AL,141,463,57,126,15,3,14,63,7,6,26,113,2,4,0,4,14,
perezeu01,2014,1,NYA,AL,26,23,6,4,0,0,0,0,5,0,0,6,0,0,0,0,0,
loughda01,2013,1,KCA,AL,228,548,75,147,25,8,9,51,14,7,29,94,0,5,10,5,8,
holtbr01,2014,1,BOS,AL,156,573,83,157,27,6,4,43,13,2,44,116,0,2,10,7,8,
machije01,2014,1,SFN,NL,122,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
eatonad02,2014,1,CHA,AL,211,821,135,231,39,16,6,62,22,14,74,142,0,14,6,3,8,
familje01,2014,1,NYN,NL,84,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,
gregodi01,2013,1,ARI,NL,191,647,83,157,25,8,13,57,3,2,59,122,8,9,5,3,5,
villape01,2014,1,CIN,NL,14,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
koehlto01,2014,1,MIA,NL,69,90,1,6,0,0,0,0,0,0,1,45,0,0,10,0,2,
millesh01,2013,1,SLN,NL,69,104,9,15,7,0,1,6,0,0,3,54,0,1,21,0,3,
triunca01,2013,1,SEA,AL,39,81,6,13,3,0,1,6,0,0,2,20,0,1,2,1,1,
rodrist02,2013,1,LAN,NL,76,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
cingrto01,2013,1,CIN,NL,40,50,4,10,1,0,0,1,1,0,0,15,0,0,8,0,0,
scahiro01,2013,1,COL,NL,29,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
rufda01,2013,1,PHI,NL,137,386,53,97,21,1,20,48,0,0,43,135,2,11,1,6,7,
morribr01,2013,1,PIT,NL,76,6,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,
herrmch01,2013,1,MIN,AL,97,250,24,49,10,0,4,23,1,1,23,71,0,0,3,0,5,
solisal01,2014,1,TBA,AL,13,10,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,
odorija01,2014,1,TBA,AL,31,4,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,
hoeslj01,2013,2,HOU,AL,104,293,36,69,12,2,4,21,7,1,22,66,0,1,1,4,9,
gyorkje01,2013,1,SDN,NL,236,886,99,205,43,1,33,114,4,3,69,223,2,8,0,5,22,
hicksaa01,2013,1,MIN,AL,150,467,59,94,19,3,9,45,13,6,60,140,0,2,6,3,2,
daviskh01,2014,1,MIL,NL,200,637,97,160,47,2,33,96,7,1,43,156,0,15,0,7,17,
bradlja02,2014,1,BOS,AL,164,479,63,94,24,2,4,40,10,0,41,152,1,7,1,2,11,
marteal01,2014,1,ARI,NL,66,149,12,26,8,1,2,13,1,0,10,46,0,2,1,0,2,
ryuhy01,2013,1,LAN,NL,56,105,9,19,5,1,0,7,0,0,3,40,0,0,14,0,1,
gattiev01,2014,1,ATL,NL,213,723,85,183,38,1,43,117,0,0,43,178,7,12,0,5,19,
freimna01,2013,1,OAK,AL,116,277,22,71,13,1,9,39,0,0,19,54,1,3,0,2,14,
maurebr01,2014,1,SEA,AL,38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
garcile02,2014,1,CHA,AL,119,246,23,44,4,1,1,8,18,3,12,82,1,0,6,2,6,
fernajo02,2013,1,MIA,NL,36,66,6,13,1,1,1,6,0,0,0,26,0,0,9,1,2,
tepesni01,2013,1,TEX,AL,42,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
jimenlu02,2013,1,LAA,AL,52,141,18,33,8,0,0,7,0,2,2,41,0,5,2,1,3,
irwinph01,2013,1,PIT,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
arciaos01,2014,1,MIN,AL,200,723,80,174,33,5,34,100,2,4,54,244,4,10,0,1,10,
rendoan01,2014,1,WAS,NL,251,964,151,269,62,7,28,118,18,4,89,173,5,10,4,10,18,
cisnejo01,2013,1,HOU,AL,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
pettijo02,2013,1,PHI,NL,20,31,4,3,1,0,0,0,0,0,3,15,0,0,0,0,0,
lagarju01,2014,1,NYN,NL,237,808,81,212,45,8,8,81,19,7,40,183,5,9,8,8,12,
grossro01,2014,1,HOU,AL,166,617,71,153,28,2,10,58,15,10,78,175,1,4,8,3,9,
arenano01,2013,1,COL,NL,244,918,107,254,63,6,28,113,4,1,48,130,2,5,3,7,29,
lutzdo01,2013,1,CIN,NL,62,109,7,23,5,0,1,9,2,0,4,33,1,0,0,0,0,
nunovi01,2014,2,ARI,NL,14,18,2,1,0,0,0,0,0,0,0,8,0,1,6,0,1,
erlinro01,2014,1,SDN,NL,24,34,0,3,0,0,0,2,0,0,2,11,0,0,2,0,0,
ozunama01,2014,1,MIA,NL,223,840,103,225,43,9,26,117,8,2,54,221,1,3,1,5,18,
martica04,2014,1,SLN,NL,78,14,0,3,0,0,0,2,0,0,0,5,0,0,1,0,0,
manesse01,2014,1,SLN,NL,139,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,
dietrde01,2013,1,MIA,NL,106,373,63,82,16,4,14,40,2,0,24,94,1,17,2,0,2,
sotone01,2014,1,CIN,NL,34,42,1,3,1,0,0,1,1,0,0,14,0,1,0,1,3,
lyonsty01,2013,1,SLN,NL,23,19,0,2,0,0,0,0,0,0,2,9,0,0,1,0,1,
colabch01,2014,1,MIN,AL,114,365,31,78,16,0,13,56,0,3,34,124,1,2,0,0,7,
gausmke01,2014,1,BAL,AL,40,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
sucreje01,2014,1,SEA,AL,29,87,5,18,2,0,0,8,0,0,2,18,0,0,3,1,2,
koberje01,2013,1,WAS,NL,28,36,10,5,0,0,1,1,3,2,6,7,0,2,0,0,0,
frankni01,2013,1,SEA,AL,130,450,45,96,22,2,13,51,8,1,48,145,1,1,0,3,4,
karnsna01,2013,1,WAS,NL,3,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,
kickhmi01,2013,1,SFN,NL,12,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,
hernace02,2013,1,PHI,NL,100,235,30,62,7,0,1,14,1,4,18,59,1,1,1,1,3,
colomal01,2013,1,TBA,AL,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
lucased01,2013,1,MIA,NL,163,530,62,135,19,1,5,37,2,1,34,126,1,2,6,1,10,
wachami01,2014,1,SLN,NL,34,50,1,4,0,0,0,5,0,0,0,28,0,0,4,0,0,
woodal02,2014,1,ATL,NL,66,62,2,3,0,0,0,2,0,0,2,43,0,0,6,0,0,
gennesc01,2014,1,MIL,NL,206,653,84,196,42,5,15,75,8,4,32,109,5,1,13,5,11,
puigya01,2014,1,LAN,NL,252,940,158,287,58,11,35,111,22,15,103,221,9,23,2,4,13,
krolia01,2014,1,DET,AL,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
siegrke01,2013,1,SLN,NL,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
perezju02,2014,1,SFN,NL,95,189,21,40,12,0,2,11,2,1,11,46,0,2,3,1,6,
partccu01,2013,1,CIN,NL,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
alvarjo02,2013,1,DET,AL,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
colege01,2014,1,PIT,NL,42,80,6,15,0,0,1,7,0,0,3,31,0,0,5,0,2,
zuninmi01,2014,1,SEA,AL,183,611,73,124,25,2,27,74,1,3,33,207,1,20,0,5,17,
withrch01,2013,1,LAN,NL,26,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
cumptbr01,2014,1,PIT,NL,22,26,1,2,0,0,0,1,0,0,2,11,0,0,4,0,0,
gindlca01,2013,1,MIL,NL,65,151,17,35,7,2,5,14,2,1,24,30,1,0,2,1,0,
myerswi01,2013,1,TBA,AL,175,660,87,170,37,0,19,88,11,3,67,181,9,1,0,6,20,
wheelza01,2014,1,NYN,NL,52,80,2,8,2,0,0,5,0,0,2,37,0,0,15,0,0,
almonzo01,2013,1,NYA,AL,47,142,11,30,4,0,2,12,4,1,6,33,0,0,0,1,3,
deckeja01,2013,1,SDN,NL,18,31,3,4,0,0,1,2,0,1,3,7,0,0,1,1,0,
krausma01,2014,1,HOU,AL,119,320,27,64,15,0,10,34,2,0,31,99,0,2,0,1,9,
spruize01,2014,1,ARI,NL,12,6,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,
dickeco01,2014,1,COL,NL,200,630,106,187,40,11,29,93,10,9,53,142,6,1,1,6,7,
sanchto01,2014,1,PIT,NL,48,135,12,34,5,0,4,18,0,0,6,42,0,3,0,2,2,
millebr02,2014,1,SEA,AL,199,673,88,162,26,10,18,72,9,5,58,147,2,3,5,5,4,
gibsoky01,2014,1,MIN,AL,31,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,
diazjo02,2014,1,TOR,AL,28,42,5,6,1,0,0,4,1,0,3,14,0,2,2,0,1,
jordata01,2013,1,WAS,NL,14,22,1,3,0,0,0,0,0,0,0,7,0,0,4,0,0,
dominjo01,2014,1,LAN,NL,14,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
roech01,2013,1,ARI,NL,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
terdojo01,2013,1,ATL,NL,64,89,12,20,6,0,0,6,1,0,12,27,1,1,0,1,2,
phegljo01,2013,1,CHA,AL,76,241,18,50,9,0,7,29,2,0,5,52,0,0,2,3,6,
greengr01,2013,2,LAA,AL,88,239,23,62,13,1,2,28,1,4,12,64,0,1,0,4,6,
grayso01,2014,1,OAK,AL,33,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,
garcilu03,2013,1,PHI,NL,24,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
workmbr01,2014,1,BOS,AL,19,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,
salazda01,2014,1,CLE,AL,30,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
cosarja01,2014,2,MIA,NL,30,21,1,4,0,0,0,0,0,0,0,7,0,0,3,0,1,
germego01,2014,1,NYN,NL,54,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
delareu01,2014,1,ARI,NL,44,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,
lakeju01,2014,1,CHN,NL,172,544,56,132,26,3,15,41,11,7,27,178,0,5,2,2,5,
villajo01,2014,1,HOU,AL,145,473,57,106,22,4,8,35,35,12,43,151,2,2,11,1,9,
marisja01,2014,2,HOU,AL,105,330,27,75,10,1,4,24,14,4,14,94,3,4,3,4,3,
yelicch01,2014,1,MIA,NL,206,822,128,234,42,7,13,70,31,7,101,203,4,4,3,3,13,
wootero01,2013,1,MIL,NL,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
ascheco01,2014,1,PHI,NL,171,559,61,138,33,1,15,68,1,1,48,145,7,1,3,2,7,
zeidjo01,2014,1,HOU,AL,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
kiescro01,2013,1,SFN,NL,63,125,8,25,1,1,1,7,0,0,11,45,2,0,0,0,3,
gosewtu01,2014,1,ARI,NL,55,174,7,37,10,0,1,10,0,0,3,32,0,0,1,1,9,
bettich01,2013,1,COL,NL,38,14,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,
martiet01,2013,1,PHI,NL,15,9,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,
watkilo01,2014,1,CHN,NL,58,103,12,24,4,0,1,6,1,0,4,30,1,1,2,0,0,
florewi01,2014,1,NYN,NL,105,354,36,85,18,1,7,42,1,0,17,54,2,1,1,2,7,
roarkta01,2014,1,WAS,NL,45,72,1,11,1,0,0,1,0,0,1,26,0,0,12,0,1,
butlejo04,2013,1,TEX,AL,14,17,3,4,2,0,0,1,0,0,4,9,0,0,0,0,0,
lamboan01,2014,1,PIT,NL,39,69,7,17,6,0,1,3,0,1,3,19,0,0,0,0,2,
pillake01,2014,1,TOR,AL,89,218,30,52,13,0,5,20,1,3,8,57,0,3,2,1,3,
gosseph01,2014,1,ATL,NL,50,134,19,36,4,0,1,3,2,2,6,29,1,2,1,0,1,
wongko01,2014,1,SLN,NL,145,461,58,109,15,3,12,42,23,4,24,83,3,4,5,1,14,
darnatr01,2014,1,NYN,NL,139,484,52,113,25,3,14,46,1,0,44,85,5,2,1,2,18,
johnskr01,2013,1,PIT,NL,7,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,
stassma01,2014,1,HOU,AL,10,27,2,9,2,0,0,5,0,0,0,8,0,1,0,0,1,
bogaexa01,2014,1,BOS,AL,162,582,67,140,30,1,13,51,3,3,44,151,1,8,2,8,12,
goinsry01,2014,1,TOR,AL,101,300,25,64,11,3,3,23,0,1,7,70,0,0,6,1,5,
chrisni01,2014,1,CIN,NL,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
holmbda01,2014,1,CIN,NL,8,6,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,
dendema01,2014,1,NYN,NL,80,210,30,50,12,0,1,13,11,5,25,57,0,2,0,0,1,
almonab01,2014,1,SEA,AL,84,276,29,66,14,1,5,24,5,3,18,81,0,1,4,3,7,
adducji02,2014,1,TEX,AL,61,132,15,25,4,0,1,8,5,1,13,36,0,0,1,2,2,
casteni01,2014,1,DET,AL,159,551,51,143,31,4,11,66,2,2,36,141,3,3,0,7,7,
pintojo01,2014,1,MIN,AL,78,245,35,63,13,0,11,30,0,1,30,72,0,2,0,3,10,
ramirjo01,2014,1,CLE,AL,83,249,32,66,10,3,2,17,10,2,15,37,0,1,13,2,3,
murphjr01,2014,1,NYA,AL,48,107,10,27,5,0,1,10,0,0,5,31,0,0,0,0,0,
choicmi01,2014,1,TEX,AL,95,271,22,51,7,1,9,36,1,0,22,75,0,3,0,3,11,
hamilbi02,2014,1,CIN,NL,165,582,81,148,27,8,6,49,69,24,36,121,0,1,10,4,1,
owingch01,2014,1,ARI,NL,111,365,39,97,20,6,6,31,10,1,22,77,1,2,2,2,4,
semiema01,2014,1,CHA,AL,85,300,37,72,14,2,8,35,5,2,22,92,0,1,2,1,7,
pimenst01,2014,1,PIT,NL,25,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
flynnbr01,2013,1,MIA,NL,6,7,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,
johnser04,2014,1,CHA,AL,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
walteza01,2014,2,CLE,AL,70,135,18,26,3,1,10,18,0,0,10,48,0,1,0,0,1,
nelsoji02,2014,1,MIL,NL,18,23,1,3,1,0,0,0,0,0,0,9,0,0,1,0,1,
paxtoja01,2014,1,SEA,AL,17,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,
adriaeh01,2014,1,SFN,NL,62,115,13,27,7,0,1,8,1,1,6,27,1,1,3,1,3,
ruppca01,2014,1,PHI,NL,22,73,5,15,5,0,0,8,0,0,5,24,0,0,0,0,5,
medicto01,2014,1,SDN,NL,121,309,40,76,13,2,12,37,6,1,24,98,0,4,0,1,5,
haleda02,2014,1,ATL,NL,47,21,1,1,0,0,0,1,0,0,0,11,0,0,1,1,0,
perezau01,2013,1,SLN,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
ventuyo01,2014,1,KCA,AL,31,4,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,
centeju01,2014,1,NYN,NL,14,40,1,9,0,0,0,3,0,0,3,6,0,0,0,0,2,
shoemma01,2014,1,LAA,AL,27,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
tovarwi01,2013,1,NYN,NL,9,18,1,3,0,0,0,2,1,0,1,3,1,1,2,0,2,
schoojo01,2014,1,BAL,AL,142,469,53,99,18,0,17,46,2,0,14,124,0,8,5,0,14,
bethach01,2014,1,ATL,NL,32,114,7,28,3,0,0,9,1,1,3,27,0,1,0,0,3,
kiermke01,2014,1,TBA,AL,108,331,35,87,16,8,10,35,5,4,23,71,2,3,5,2,3,
guerral01,2014,1,LAN,NL,11,13,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,
schulbo02,2014,1,ARI,NL,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
abreujo02,2014,1,CHA,AL,145,556,80,176,35,2,36,107,3,1,51,131,15,11,0,4,14,
collity01,2014,1,DET,AL,18,24,3,6,0,0,1,4,0,0,1,4,0,0,0,0,1,
schlogu01,2014,1,ATL,NL,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
romerst01,2014,1,SEA,AL,72,177,19,34,6,2,3,11,0,4,4,48,0,6,2,1,5,
solarya01,2014,1,NYA,AL,131,469,56,122,19,1,10,48,0,1,53,58,1,4,3,6,13,
nietoad01,2014,1,CHA,AL,48,106,8,25,5,0,2,7,0,1,8,38,0,1,3,0,3,
roachdo01,2014,1,SDN,NL,16,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,
